customer_id,first_name,last_name,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,sex,age
1705,Nelle,Haworth,1,1979-08-14,Research Associate,Financial Services,Mass Customer,N,Yes,9.0,F,37
1706,Slade,Semark,32,1961-08-19,,Financial Services,High Net Worth,N,Yes,10.0,M,55
1707,Alfonso,Readett,18,1994-01-02,Cost Accountant,Financial Services,High Net Worth,N,No,7.0,M,22
1708,Wenona,Mahaddie,39,1988-12-30,Marketing Manager,Property,High Net Worth,N,No,20.0,F,28
1709,Osgood,Seeborne,36,1974-09-30,Food Chemist,Health,Affluent Customer,N,No,6.0,M,42
1710,Matilde,MacKeeg,49,1954-06-30,Health Coach IV,Health,High Net Worth,N,No,17.0,F,62
1711,Marie-jeanne,Mattson,81,1993-09-26,,Manufacturing,High Net Worth,N,Yes,7.0,F,23
1712,Chad,,63,1976-10-12,Dental Hygienist,Health,High Net Worth,N,Yes,7.0,F,40
1713,Jennica,Jeeks,89,1988-11-08,Teacher,Retail,High Net Worth,N,Yes,21.0,F,28
1714,Esma,Rycroft,80,1998-06-26,Senior Sales Associate,Property,High Net Worth,N,Yes,4.0,F,18
1715,Cobb,Schrinel,41,1988-06-01,Web Developer III,Entertainment,Mass Customer,N,Yes,12.0,M,28
1716,Lou,Yellep,42,1987-01-30,Senior Developer,Telecommunications,Affluent Customer,N,No,5.0,F,29
1717,Obadias,Gristwood,96,1978-11-14,Civil Engineer,Manufacturing,Mass Customer,N,No,6.0,M,38
1718,Eada,Coaster,13,1994-04-19,Professor,Financial Services,High Net Worth,N,Yes,4.0,F,22
1719,Devy,Hannum,71,1973-07-04,Media Manager IV,Financial Services,High Net Worth,N,No,18.0,M,43
1720,Matilda,Milton,96,1986-10-06,Staff Accountant II,Financial Services,Mass Customer,N,Yes,13.0,F,30
1721,Delcine,Hansod,82,1980-10-22,Senior Quality Engineer,Financial Services,High Net Worth,N,No,14.0,F,36
1722,Fritz,Geare,52,1963-07-17,Cost Accountant,Financial Services,Mass Customer,N,No,4.0,M,53
1723,Atalanta,Stoeck,90,1986-10-24,Geologist IV,,Mass Customer,N,Yes,7.0,F,30
1724,Davita,Pristnor,28,1999-01-24,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,4.0,F,17
1725,Corena,Postlewhite,80,1979-07-19,Junior Executive,Manufacturing,High Net Worth,N,Yes,16.0,F,37
1726,Mariette,Alexsandrev,41,1973-08-06,Junior Executive,Financial Services,High Net Worth,N,No,11.0,F,43
1727,Everard,,43,1978-05-10,Assistant Media Planner,Entertainment,High Net Worth,N,No,6.0,M,38
1728,Pryce,Larner,41,1977-05-04,Paralegal,Financial Services,Affluent Customer,N,No,22.0,M,39
1729,Alla,Kyles,37,1987-11-16,Mechanical Systems Engineer,Argiculture,High Net Worth,N,No,7.0,F,29
1730,Tildi,Kirkup,29,1985-12-21,Senior Financial Analyst,Financial Services,Mass Customer,N,No,20.0,F,31
1731,Aigneis,MacKall,26,1959-03-11,Health Coach III,Health,High Net Worth,N,Yes,19.0,F,57
1732,Elihu,Cudworth,95,1978-07-07,Desktop Support Technician,Argiculture,Mass Customer,N,Yes,10.0,M,38
1733,Gothart,Coomer,10,1986-05-26,Associate Professor,Financial Services,High Net Worth,N,No,20.0,M,30
1734,Adriana,Cullerne,88,1977-10-10,Community Outreach Specialist,Retail,Mass Customer,N,Yes,11.0,F,39
1735,Sly,Offord,7,1966-09-07,Occupational Therapist,Health,Mass Customer,N,No,8.0,M,50
1736,Garrek,Rowbotham,83,1998-05-10,Associate Professor,IT,Affluent Customer,N,No,4.0,M,18
1737,Benny,Jammet,21,1976-09-06,Senior Developer,Property,Affluent Customer,N,Yes,13.0,F,40
1738,Frankie,Seydlitz,39,1985-04-24,Engineer II,Argiculture,High Net Worth,N,Yes,14.0,M,31
1739,Burnaby,Stiffkins,20,1954-10-06,Software Consultant,Entertainment,Mass Customer,N,No,7.0,M,62
1740,Faythe,Janaszewski,83,,Research Associate,IT,Mass Customer,N,Yes,,U,
1741,Karlens,Carneck,18,1994-07-11,General Manager,Financial Services,High Net Worth,N,No,3.0,M,22
1742,Quintin,Dublin,48,1958-08-17,Tax Accountant,,High Net Worth,N,No,13.0,M,58
1743,Pall,Creek,80,1981-07-25,Director of Sales,Manufacturing,Affluent Customer,N,Yes,8.0,M,35
1744,Phoebe,Kahen,41,1972-01-21,Nurse Practicioner,Financial Services,High Net Worth,N,No,12.0,F,44
1745,Leigha,Clawson,37,1955-08-23,Chief Design Engineer,Financial Services,Mass Customer,N,Yes,6.0,F,61
1746,Kev,,58,1962-01-05,Operator,IT,High Net Worth,N,No,6.0,M,54
1747,Obadiah,Fairall,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,No,14.0,M,29
1748,Skell,Oxenden,83,1956-06-07,Recruiter,Manufacturing,Mass Customer,N,Yes,10.0,M,60
1749,Debbi,Petschelt,66,1980-10-22,,Telecommunications,High Net Worth,N,No,4.0,F,36
1750,Filbert,Evreux,14,1959-05-13,Internal Auditor,Entertainment,Mass Customer,N,Yes,16.0,M,57
1751,Sara-ann,Haddick,49,1969-03-23,,Health,Mass Customer,N,No,4.0,F,47
1752,Diane,Busk,92,1977-01-27,Systems Administrator II,,Mass Customer,N,No,17.0,F,39
1753,Kerry,Ford,6,1997-10-12,VP Product Management,Health,High Net Worth,N,Yes,1.0,F,19
1754,Zonnya,Tolland,24,1965-11-27,,Retail,Mass Customer,N,Yes,15.0,F,51
1755,Dagmar,Panyer,38,1986-08-23,Tax Accountant,Property,Mass Customer,N,No,20.0,F,30
1756,Daron,,92,1976-12-17,Junior Executive,,High Net Worth,N,No,7.0,F,40
1757,Hashim,Hartwell,68,1966-03-03,,IT,High Net Worth,N,No,7.0,M,50
1758,Helli,Cooksley,16,1971-10-28,Administrative Assistant I,Argiculture,Mass Customer,N,Yes,6.0,F,45
1759,Quillan,Shortland,52,1969-06-02,Biostatistician IV,Financial Services,High Net Worth,N,No,15.0,M,47
1760,Kelsy,Barrowcliff,68,1966-04-27,Dental Hygienist,Health,High Net Worth,N,No,15.0,F,50
1761,Kassi,List,96,1974-08-29,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14.0,F,42
1762,Gaye,Steutly,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,F,38
1763,Suzie,Ornillos,96,1994-10-30,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7.0,F,22
1764,Zaria,Van der Krui,36,1960-06-21,Desktop Support Technician,,Mass Customer,N,Yes,10.0,F,56
1765,Sibella,O' Mara,48,1967-02-13,Senior Quality Engineer,,High Net Worth,N,No,10.0,F,49
1766,Maye,O'Moylane,53,1985-10-20,Senior Quality Engineer,,Affluent Customer,N,No,21.0,F,31
1767,Cicely,Millier,28,1959-03-10,Software Engineer IV,Manufacturing,Affluent Customer,N,Yes,19.0,F,57
1768,Normand,Ganderton,36,1974-02-09,Programmer I,Manufacturing,High Net Worth,N,No,13.0,M,42
1769,Sheridan,Shaves,13,1960-11-26,,,Mass Customer,N,Yes,5.0,M,56
1770,Chrysler,Vasile,63,1995-04-10,Junior Executive,,Mass Customer,N,Yes,7.0,F,21
1771,Zarah,Santello,1,1974-11-01,Geological Engineer,Manufacturing,Mass Customer,N,Yes,14.0,F,42
1772,Michael,Foulis,98,1984-07-07,Financial Analyst,Financial Services,High Net Worth,N,Yes,14.0,M,32
1773,Nickolas,Guittet,82,,,IT,Mass Customer,N,Yes,,U,
1774,Vidovik,Astall,48,1978-11-01,Compensation Analyst,Financial Services,Mass Customer,N,Yes,18.0,M,38
1775,Kimberly,Dishmon,73,1995-10-01,Actuary,Financial Services,Affluent Customer,N,No,3.0,F,21
1776,Korey,Gate,77,1978-08-26,Accountant I,Financial Services,Affluent Customer,N,No,10.0,M,38
1777,Lucinda,Jerok,47,1994-05-02,Sales Representative,Retail,Affluent Customer,N,No,1.0,F,22
1778,Emera,Margrem,72,2000-07-30,Staff Accountant III,,Mass Customer,N,Yes,2.0,F,16
1779,Krishnah,Firmage,55,1996-11-19,Information Systems Manager,Argiculture,Affluent Customer,N,No,5.0,M,20
1780,Maude,Tixier,52,,Research Associate,IT,Mass Customer,N,No,,U,
1781,Sammie,Uglow,63,1965-07-26,Data Coordiator,,Affluent Customer,N,No,17.0,M,51
1782,Ewen,Emes,47,1966-12-22,Pharmacist,Health,Affluent Customer,N,Yes,9.0,M,50
1783,Brett,McCalister,55,1995-07-30,,Retail,Mass Customer,N,Yes,7.0,M,21
1784,Louella,O' Timony,37,1994-10-15,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,6.0,F,22
1785,Marty,Whatford,23,1960-12-10,Clinical Specialist,Health,Mass Customer,N,No,19.0,M,56
1786,Lonee,Gorce,70,1962-03-20,Administrative Assistant III,Argiculture,High Net Worth,N,Yes,11.0,F,54
1787,Tull,Godehard.sf,2,1976-11-21,Executive Secretary,Retail,High Net Worth,N,Yes,13.0,M,40
1788,Anna-diana,Kurten,79,1964-08-10,Account Representative IV,Financial Services,High Net Worth,N,Yes,10.0,F,52
1789,Talya,Darycott,44,1986-08-29,Analog Circuit Design manager,Property,Mass Customer,N,No,9.0,F,30
1790,Vite,Molyneux,90,1993-09-25,Budget/Accounting Analyst IV,Health,Affluent Customer,N,No,1.0,M,23
1791,Ninon,Van Der Hoog,20,1974-12-25,Data Coordiator,IT,Affluent Customer,N,Yes,19.0,F,42
1792,Dunstan,Kegley,1,1988-04-07,,Financial Services,Mass Customer,N,No,15.0,M,28
1793,Hewett,Handes,19,1989-06-14,Actuary,Financial Services,Mass Customer,N,Yes,2.0,M,27
1794,Caro,McKirton,53,1969-03-10,Administrative Officer,Property,Mass Customer,N,No,8.0,F,47
1795,Wally,Rebbeck,40,1977-09-21,Internal Auditor,Manufacturing,Affluent Customer,N,No,7.0,M,39
1796,Cayla,Marcus,79,1969-11-28,Desktop Support Technician,Manufacturing,High Net Worth,N,Yes,8.0,F,47
1797,Basile,Le Floch,49,1974-05-16,Assistant Professor,,Mass Customer,N,No,8.0,M,42
1798,Eunice,Risom,46,2000-10-11,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,1.0,F,16
1799,Tito,Brash,81,1977-12-23,,,Affluent Customer,N,No,17.0,M,39
1800,Dianemarie,Hatherall,30,1955-09-23,Executive Secretary,Argiculture,High Net Worth,N,No,11.0,F,61
1801,Bendix,Olivella,48,1976-12-23,Legal Assistant,Manufacturing,Affluent Customer,N,No,21.0,M,40
1802,Lizzie,Duke,3,1973-04-11,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,7.0,F,43
1803,Clarinda,Edlyn,75,1988-01-13,,,Mass Customer,N,No,6.0,F,28
1804,Matelda,Kordas,91,1963-03-28,Product Engineer,Property,Affluent Customer,N,No,4.0,F,53
1805,Venus,Sketch,90,1976-10-15,Budget/Accounting Analyst II,Financial Services,Mass Customer,N,No,12.0,F,40
1806,Gil,De Gregorio,95,,Software Test Engineer IV,IT,Mass Customer,N,No,,U,
1807,Pollyanna,Serjeantson,45,1955-03-15,Help Desk Operator,,High Net Worth,N,Yes,16.0,F,61
1808,Charles,Carren,98,1965-12-15,Information Systems Manager,Retail,High Net Worth,N,No,17.0,M,51
1809,Reba,Southon,67,1961-01-26,Programmer II,Health,Mass Customer,N,Yes,19.0,F,55
1810,Royall,Terris,98,1959-05-06,Geological Engineer,Manufacturing,High Net Worth,N,No,16.0,M,57
1811,Sylvan,Sugge,59,1999-10-13,,Financial Services,Mass Customer,N,No,1.0,M,17
1812,Daffi,Sewley,20,1959-07-11,Clinical Specialist,Health,Affluent Customer,N,No,14.0,F,57
1813,Reeva,Eakeley,45,2001-05-19,Technical Writer,Manufacturing,Mass Customer,N,No,1.0,F,15
1814,Shawn,Platfoot,33,1988-08-18,Web Designer IV,Retail,Affluent Customer,N,No,17.0,F,28
1815,Bab,Bingall,23,1954-03-26,Software Test Engineer I,Argiculture,Mass Customer,N,Yes,19.0,F,62
1816,Lonni,Andrichak,68,1977-02-25,,Argiculture,Mass Customer,N,No,18.0,F,39
1817,Jozef,Frizzell,32,1975-03-13,Graphic Designer,,High Net Worth,N,No,19.0,M,41
1818,Katha,Lockhurst,64,1967-04-01,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,11.0,F,49
1819,Deedee,Fransinelli,26,1994-11-23,Graphic Designer,Entertainment,Mass Customer,N,Yes,8.0,F,22
1820,Yard,Teeney,12,1996-04-02,Software Engineer II,IT,Affluent Customer,N,No,5.0,M,20
1821,Fields,Bayne,89,1972-03-09,Web Developer IV,Entertainment,High Net Worth,N,Yes,15.0,M,44
1822,Trudie,Capper,67,1962-09-18,,Financial Services,Mass Customer,N,No,9.0,F,54
1823,Trude,Rizzardo,29,1974-05-24,VP Quality Control,,High Net Worth,N,No,10.0,F,42
1824,Robbie,Yakubovics,12,1959-10-12,Safety Technician III,Manufacturing,Affluent Customer,N,Yes,5.0,F,57
1825,Arv,Whitsey,82,1967-02-14,VP Quality Control,Financial Services,Mass Customer,N,Yes,17.0,M,49
1826,Jareb,Langcaster,33,1961-01-10,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,7.0,M,55
1827,Stormie,Smyth,92,1978-01-15,Sales Representative,Retail,Affluent Customer,N,Yes,18.0,F,38
1828,Leigha,Bacchus,65,1987-12-02,Junior Executive,Manufacturing,Affluent Customer,N,No,14.0,F,29
1829,Darcy,Jaslem,82,1980-10-29,Editor,,Mass Customer,N,No,14.0,M,36
1830,Nathan,Antognazzi,98,1985-04-30,Software Consultant,Manufacturing,High Net Worth,N,No,12.0,M,31
1831,Lisle,Yokel,58,1977-11-13,Social Worker,Health,Mass Customer,N,No,15.0,M,39
1832,Elicia,Normanvill,53,1964-11-05,Programmer Analyst III,Manufacturing,Mass Customer,N,Yes,12.0,F,52
1833,Klemens,Eite,67,1967-03-15,Actuary,Financial Services,High Net Worth,N,Yes,19.0,M,49
1834,Otes,Gottelier,84,1977-06-30,Director of Sales,Financial Services,High Net Worth,N,Yes,11.0,M,39
1835,Rodrigo,Felce,48,1993-06-30,Financial Advisor,Financial Services,Affluent Customer,N,Yes,1.0,M,23
1836,Rochella,Harce,54,1955-06-05,Research Nurse,Health,Mass Customer,N,Yes,13.0,F,61
1837,Tirrell,Cosgreave,9,1973-12-29,Account Coordinator,Manufacturing,Mass Customer,N,Yes,19.0,M,43
1838,Jobina,Dudenie,14,1964-11-25,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,12.0,F,52
1839,Faythe,Rance,60,1987-05-08,Internal Auditor,Entertainment,High Net Worth,N,Yes,5.0,F,29
1840,Sherman,Gullen,22,1977-11-04,Staff Scientist,Argiculture,High Net Worth,N,Yes,20.0,M,39
1841,Nathanial,D'Ambrogi,63,1995-10-22,Administrative Assistant III,Argiculture,Affluent Customer,N,No,2.0,M,21
1842,Ephrayim,Beville,89,1977-02-27,Accountant IV,Financial Services,Mass Customer,N,No,8.0,M,39
1843,Kennett,Attack,96,1984-09-08,Recruiting Manager,,Mass Customer,N,Yes,4.0,M,32
1844,Amaleta,Slafford,71,1975-10-21,Product Engineer,,Mass Customer,N,No,12.0,F,41
1845,Pascal,Veronique,34,1978-01-16,General Manager,Financial Services,Mass Customer,N,No,6.0,M,38
1846,Lorette,Daspar,4,1978-12-18,Senior Editor,Manufacturing,Affluent Customer,N,No,7.0,F,38
1847,Bobinette,Stanaway,68,1978-02-04,Executive Secretary,Manufacturing,Mass Customer,N,No,6.0,F,38
1848,Dev,Caghan,22,1976-11-25,Information Systems Manager,Manufacturing,Mass Customer,N,No,9.0,M,40
1849,Jess,Bollans,6,1958-07-01,,Retail,Mass Customer,N,Yes,5.0,M,58
1850,Dare,Wasling,4,1978-05-16,Biostatistician II,Manufacturing,High Net Worth,N,No,7.0,M,38
1851,Miles,Fallows,20,1974-03-18,Account Representative II,,Mass Customer,N,No,13.0,M,42
1852,Darby,Shailer,22,1978-01-21,Research Associate,Manufacturing,Affluent Customer,N,No,18.0,F,38
1853,Agathe,Dimmick,67,1987-06-20,Recruiter,,Mass Customer,N,Yes,17.0,F,29
1854,Mandie,Jeger,11,1978-09-12,Community Outreach Specialist,,High Net Worth,N,Yes,17.0,F,38
1855,Foss,Yanele,2,1971-07-08,Librarian,Entertainment,Mass Customer,N,Yes,18.0,M,45
1856,Toni,Harbidge,57,1969-07-20,Associate Professor,Retail,Mass Customer,N,No,4.0,F,47
1857,Purcell,Chinnery,57,1968-09-20,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,5.0,M,48
1858,Gabriella,,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,Yes,11.0,F,59
1859,Melamie,Hardman,81,1990-04-08,Accountant IV,IT,High Net Worth,N,Yes,12.0,F,26
1860,Holly-anne,Hamman,4,1976-12-28,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,17.0,F,40
1861,Charlena,Muzzi,26,1967-07-18,Geological Engineer,Manufacturing,Mass Customer,N,Yes,8.0,F,49
1862,Daron,Umpleby,24,1980-06-29,,Health,High Net Worth,N,Yes,4.0,F,36
1863,Adelbert,Doelle,10,1978-05-11,VP Product Management,Telecommunications,High Net Worth,N,No,20.0,M,38
1864,Anet,Pellitt,45,1960-07-03,Senior Quality Engineer,Retail,Mass Customer,N,No,18.0,F,56
1865,Isabelita,Kitchener,35,1997-12-24,Office Assistant III,,Mass Customer,N,No,3.0,F,19
1866,Huberto,Bazylets,27,1992-10-07,Marketing Manager,Manufacturing,Mass Customer,N,No,2.0,M,24
1867,Tonya,Ritmeier,96,1986-04-16,Senior Developer,,Affluent Customer,N,No,3.0,F,30
1868,Aloisia,Ivel,11,1988-06-22,Assistant Manager,Retail,Mass Customer,N,No,10.0,F,28
1869,Neda,Longfellow,73,1977-10-19,Geologist IV,Financial Services,High Net Worth,N,Yes,9.0,F,39
1870,Alikee,Sjollema,24,1973-01-16,Graphic Designer,,Affluent Customer,N,No,9.0,F,43
1871,Shayna,McQuin,52,1994-01-23,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8.0,F,22
1872,Leif,Feeney,75,1973-05-28,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,14.0,M,43
1873,Raul,Cabrer,49,1992-07-09,General Manager,Manufacturing,Affluent Customer,N,Yes,4.0,M,24
1874,Nickolai,McChesney,17,1957-09-29,,Argiculture,High Net Worth,N,Yes,7.0,M,59
1875,Amory,Bohler,4,1959-01-11,Staff Scientist,Retail,High Net Worth,N,Yes,19.0,M,57
1876,Borden,Wooles,16,1977-05-28,Recruiting Manager,Financial Services,Affluent Customer,N,No,21.0,M,39
1877,Radcliffe,Bartolomeoni,13,1966-09-09,Associate Professor,Financial Services,High Net Worth,N,Yes,16.0,M,50
1878,Pen,Hedgecock,6,1954-11-06,Account Coordinator,Health,Affluent Customer,N,No,10.0,M,62
1879,Kermy,Heningam,4,1967-04-25,Account Representative I,Manufacturing,High Net Worth,N,No,5.0,M,49
1880,Garrett,Dommett,50,1972-08-11,,,High Net Worth,N,No,17.0,M,44
1881,Gherardo,Lahy,61,1957-12-10,Quality Control Specialist,,Affluent Customer,N,Yes,12.0,M,59
1882,Justin,Ragless,86,1964-05-05,Account Executive,Manufacturing,Affluent Customer,N,No,10.0,M,52
1883,Jinny,Cawood,6,1991-08-13,,Health,Mass Customer,N,No,6.0,F,25
1884,Aurore,Buckmaster,19,1969-11-25,,Manufacturing,Mass Customer,N,Yes,17.0,F,47
1885,Jerome,Sheavills,18,1982-10-27,Software Consultant,Health,High Net Worth,N,Yes,11.0,M,34
1886,Eugenie,Belcham,35,1978-09-22,Nurse,IT,Affluent Customer,N,No,18.0,F,38
1887,Kynthia,Purcer,22,1965-06-22,Director of Sales,IT,Affluent Customer,N,Yes,8.0,F,51
1888,Sibyl,Scholtz,67,2002-01-26,Food Chemist,Health,Mass Customer,N,Yes,1.0,F,14
1889,Dare,,98,1973-07-07,Quality Control Specialist,Retail,Affluent Customer,N,No,11.0,M,43
1890,Carce,Gunthorp,89,1972-10-08,Analyst Programmer,Financial Services,Mass Customer,N,No,7.0,M,44
1891,Neville,Bloyes,6,1990-03-02,Marketing Manager,Retail,Mass Customer,N,Yes,19.0,M,26
1892,Allyson,Pinsent,48,1995-09-07,,Retail,High Net Worth,N,Yes,2.0,F,21
1893,Gunar,Sleit,25,1968-04-22,Administrative Officer,,Mass Customer,N,No,5.0,M,48
1894,Patten,Laytham,86,1976-04-01,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,17.0,M,40
1895,Leese,Lohan,53,1975-09-02,Technical Writer,Manufacturing,Mass Customer,N,No,15.0,F,41
1896,Garald,Brasner,13,1995-04-30,Project Manager,,High Net Worth,N,No,1.0,M,21
1897,Cosette,Callar,58,1997-08-20,Product Engineer,,Mass Customer,N,Yes,1.0,F,19
1898,Katalin,Mantz,67,1979-11-24,Developer III,Manufacturing,Affluent Customer,N,Yes,12.0,F,37
1899,Lambert,Vardey,29,1997-09-02,,Retail,Affluent Customer,N,Yes,4.0,M,19
1900,Noland,Larder,67,1980-08-15,Safety Technician II,Financial Services,Affluent Customer,N,Yes,19.0,M,36
1901,Vail,Southernwood,40,1977-08-22,Budget/Accounting Analyst I,Argiculture,Affluent Customer,N,No,8.0,M,39
1902,Camille,Vallintine,48,1964-12-01,Environmental Tech,Financial Services,Mass Customer,N,Yes,4.0,F,52
1903,Tucky,Pizzie,8,1973-11-20,Project Manager,,High Net Worth,N,Yes,4.0,M,43
1904,Nert,Muglestone,60,1978-01-25,Technical Writer,IT,High Net Worth,N,Yes,14.0,F,38
1905,Corabelle,,21,1953-09-17,Help Desk Technician,Manufacturing,Affluent Customer,N,No,15.0,F,63
1906,Waylan,Katte,69,1988-04-24,Product Engineer,Retail,Mass Customer,N,No,22.0,M,28
1907,Lind,Dredge,69,1974-11-04,VP Sales,Health,High Net Worth,N,No,18.0,M,42
1908,Jaquelyn,Workman,2,1963-12-10,Help Desk Technician,Financial Services,High Net Worth,N,Yes,6.0,F,53
1909,Drucill,Laurand,32,1984-12-11,Research Assistant II,Argiculture,Affluent Customer,N,Yes,13.0,F,32
1910,Yovonnda,Warrior,20,1959-07-13,Systems Administrator I,Property,High Net Worth,N,Yes,14.0,F,57
1911,Hallsy,De Leek,22,1980-06-08,Director of Sales,Manufacturing,Mass Customer,N,No,3.0,M,36
1912,Hall,Grouer,36,1992-11-04,Account Coordinator,Manufacturing,High Net Worth,N,No,7.0,M,24
1913,Tamiko,Fergie,36,1973-11-02,Dental Hygienist,Health,Mass Customer,N,Yes,17.0,F,43
1914,Clyve,Sandwick,72,1968-06-21,VP Product Management,Financial Services,Mass Customer,N,No,5.0,M,48
1915,Dusty,Tesimon,40,1953-10-12,Social Worker,Health,Mass Customer,N,Yes,12.0,F,63
1916,Redd,O'Crowley,71,1995-03-05,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7.0,M,21
1917,Raquela,Schimpke,7,1973-07-28,Senior Sales Associate,Argiculture,Affluent Customer,N,Yes,8.0,F,43
1918,Devin,Sandeson,83,,Staff Accountant II,IT,Affluent Customer,N,No,,U,
1919,Bartie,Hartburn,40,1960-12-23,VP Product Management,Argiculture,Mass Customer,N,Yes,19.0,M,56
1920,Rutter,Marlen,29,1988-01-06,Sales Associate,Financial Services,Mass Customer,N,No,13.0,M,28
1921,Cybill,Wakes,70,1982-12-03,Accountant III,,Mass Customer,N,No,17.0,F,34
1922,Ailene,Tomkies,7,1969-11-11,Speech Pathologist,,High Net Worth,N,Yes,5.0,F,47
1923,Immanuel,Farlamb,52,1970-08-23,Health Coach IV,Health,Mass Customer,N,No,9.0,M,46
1924,Eolande,Kauscher,94,1965-12-01,VP Product Management,,Mass Customer,N,Yes,14.0,F,51
1925,Amaleta,Dickens,34,1982-01-28,,,Mass Customer,N,Yes,7.0,F,34
1926,Stefano,Menhenitt,72,1957-11-15,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,10.0,M,59
1927,Masha,Bibbie,11,1975-07-15,Software Test Engineer I,Manufacturing,Affluent Customer,N,Yes,8.0,F,41
1928,Sully,Dorling,2,1977-09-24,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13.0,M,39
1929,Elka,Crossgrove,79,1986-10-12,Food Chemist,Health,Affluent Customer,N,No,20.0,F,30
1930,Ambrose,Bleasby,27,1996-06-14,Speech Pathologist,Manufacturing,High Net Worth,N,No,3.0,M,20
1931,Boris,Syres,85,1973-11-06,Senior Developer,Health,Affluent Customer,N,No,6.0,M,43
1932,Sybila,Enefer,98,1977-01-03,Librarian,Entertainment,Affluent Customer,N,Yes,3.0,F,39
1933,Ephraim,Fulep,72,1980-09-10,Automation Specialist I,Manufacturing,Affluent Customer,N,No,18.0,M,36
1934,Bryant,Tordiffe,70,1963-01-17,Budget/Accounting Analyst IV,,Affluent Customer,N,Yes,14.0,M,53
1935,Galvan,,72,1974-11-13,Senior Sales Associate,,Mass Customer,N,No,9.0,M,42
1936,Gisella,Scad,36,1964-07-08,Junior Executive,Manufacturing,Mass Customer,N,Yes,12.0,F,52
1937,Renaud,Gahagan,69,1974-01-08,Quality Engineer,Health,Mass Customer,N,No,19.0,M,42
1938,Austin,Toopin,47,,Automation Specialist IV,IT,Mass Customer,N,Yes,,U,
1939,Pierce,Cheke,81,1992-05-03,Safety Technician I,,Mass Customer,N,Yes,8.0,M,24
1940,Gabriellia,Coulter,52,1977-03-02,Teacher,Manufacturing,High Net Worth,N,Yes,8.0,F,39
1941,Dmitri,Eleshenar,83,1992-05-23,Librarian,Entertainment,Mass Customer,N,No,2.0,M,24
1942,Abe,Townby,0,1987-01-08,Programmer Analyst II,Financial Services,High Net Worth,N,No,19.0,M,29
1943,Armstrong,Style,35,1985-10-03,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,13.0,M,31
1944,Gregory,Balchin,73,1980-07-30,Programmer III,Argiculture,High Net Worth,N,Yes,8.0,M,36
1945,Griffin,Gisbourn,88,1978-07-10,Software Test Engineer II,,High Net Worth,N,Yes,9.0,M,38
1946,Brannon,Gladman,37,1959-01-04,Systems Administrator III,,Mass Customer,N,No,8.0,M,57
1947,Gretta,Patrone,66,1963-12-11,Geologist II,Telecommunications,Affluent Customer,N,Yes,18.0,F,53
1948,Elizabeth,Applewhaite,30,1964-06-08,,Entertainment,Mass Customer,N,No,11.0,F,52
1949,Onida,Cockshot,9,1954-05-10,Legal Assistant,Manufacturing,Mass Customer,N,No,7.0,F,62
1950,Berne,Fulkes,27,1963-10-07,Web Developer II,Manufacturing,Affluent Customer,N,Yes,19.0,M,53
1951,Rockie,MacCosty,93,2000-06-07,Health Coach II,Manufacturing,Mass Customer,N,Yes,2.0,M,16
1952,Patrica,Donativo,35,1974-01-29,Payment Adjustment Coordinator,Health,Mass Customer,N,Yes,9.0,F,42
1953,Luisa,McGlue,23,1978-06-05,Paralegal,Financial Services,High Net Worth,N,No,12.0,F,38
1954,Greg,Iacovo,88,1967-11-29,VP Sales,Manufacturing,Affluent Customer,N,No,5.0,M,49
1955,Thornton,Vereker,18,1980-11-22,Environmental Specialist,,Mass Customer,N,No,11.0,M,36
1956,Omero,Murra,36,1994-07-08,Human Resources Assistant I,Health,Affluent Customer,N,Yes,3.0,M,22
1957,Gary,Eager,1,1977-09-19,Accountant IV,Property,Affluent Customer,N,No,4.0,M,39
1958,Janina,Keme,62,1985-09-01,Professor,,Mass Customer,N,No,22.0,F,31
1959,Arlen,Klossek,3,1978-09-18,Director of Sales,Health,Mass Customer,N,Yes,16.0,M,38
1960,Falkner,Jochens,86,1978-07-03,Software Engineer II,,Mass Customer,N,Yes,10.0,M,38
